Título,Ubicación,Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Único dueño,Piloto automático,Aire acondicionado,Dirección,Control de tracción,Capacidad de personas,Potencia,Precio
Dodge Ram 2500,Bs.As. G.B.A. Oeste,Dodge,Ram,2014,2500,,Diésel,4,,,,122000,,,,,,,,59000.0
RAM 2500 6.7 Laramie I Atx 350cv 4x4,Mendoza,RAM,2500,2020,6.7 Laramie I Atx 350cv 4x4,Negro,Diésel,4,Automática,6.7,Pick-Up,70000,,,,Hidráulica,4x4,5.0,350.0,77000.0
BMW X3 3.0 X3 Xdrive 35i M Package 306cv,Ubicación no encontrada,BMW,X3,2017,3.0 X3 Xdrive 35i M Package 306cv,,Nafta,5,Automática,3.0,SUV,4900,,,,Asistida,4x4,5.0,306.0,65000.0
Toyota SW4 2.8 SR AT 4x4,Ubicación no encontrada,Toyota,SW4,2022,2.8 SR AT 4x4,Silver,Diésel,5,Automático,1.0,SUV,12000,,,,Asistida,4x4,7.0,177.0,40373.33
Lexus RX 450h Luxury,Ubicación no encontrada,Lexus,RX,2021,450h Luxury,Azul,Híbrido/Nafta,5,Automática,3.5,SUV,42000,,,,Eléctrica,4x4,5.0,312.0,79900.0
BMW X6 M M PACKAGE,Ubicación no encontrada,BMW,X6 M,2018,M PACKAGE,Gris,Nafta,5,Automática,,SUV,40000,,,,Asistida,Integral,5.0,407.0,84900.0
Ford Kuga 2.0 Titanium,Ubicación no encontrada,Ford,Kuga,2022,2.0 Titanium,Negro,Nafta,5,Automática,2.0,SUV,14000,,,,Asistida,Delantera,5.0,240.0,70000.0
Citroën Berlingo 1.6 Hdi 92cv,Ubicación no encontrada,,Berlingo,2013,1.6 Hdi 92cv,Gris,Diésel,3,Manual,1.6,Furgón,146000,,,,Hidráulica,Delantera,2.0,92.0,85266.67
BMW Serie M 3.0 M3 431cv,Ubicación no encontrada,BMW,Serie M,2017,3.0 M3 431cv,Blanco,Nafta,4,Automática,3.0,Sedán,14000,,,,Asistida,Trasera,4.0,431.0,125000.0
Ford F-150 Raptor 3.5l Bi-turbo,Capital Federal,Ford,,2020,3.5l Bi-turbo,Gris,Nafta,4,Automática,3.5,Pick-Up,48000,,,,Eléctrica,4x4,5.0,456.0,81000.0
BMW X6 3.0 Xdrive 35i Pure Extravagance,Ubicación no encontrada,BMW,X6,2018,3.0 Xdrive 35i Pure Extravagance,Gris,Nafta,5,Automática,3.0,SUV,56378,,,,Asistida,4x4,4.0,306.0,81900.0
Jaguar Xe Pure 2.0t 240hp 2018 Okm.,Ubicación no encontrada,JaguarModeloOtros,Otros Modelos,2018,2.0 Pure,,Nafta,5,Automática,2.0,Hatchback,1111,,,,Eléctrica,Trasera,5.0,,79900.0
Audi Q8 3.0 55 Tfsi Quattro,Ubicación no encontrada,Audi,Q8,2020,3.0 55 Tfsi Quattro,Gris,Nafta,5,Automática,3.0,SUV,65000,,,,Asistida,Integral,5.0,340.0,125000.0
Lexus RX 450h F-sport,Bs.As. G.B.A. Norte,Lexus,RX,2023,450h F-sport,Gris,Híbrido/Nafta,5,Automática,3.5,SUV,2000,,,,Eléctrica,4x4,5.0,312.0,130000.0
Mercedes-Benz Clase GLA 1.3 Gla200 Progressive 163Cv,Santa Fe,,Clase GLA,2024,1.3 Gla200 Progressive 163Cv,Rosa,Nafta,5,Automática,1.3,SUV,1100,,,,Asistida,Delantera,5.0,163.0,62000.0
Ford F-150 F-150 lariat,Ubicación no encontrada,Ford,,2021,F-150 lariat,Gris,Nafta,5,Automática,5.0,Pick-Up,12000,,,,Eléctrica,4x4,5.0,400.0,66666.67
Ford Ranger 3.0 Cd 4X4 Limited + At 250Cv,Ubicación no encontrada,Ford,Ranger,2024,,,Diésel,4,Automática,3.0,Pick-Up,800,,,,,,,250.0,41000.0
Toyota 86 2.0 Gt Manual,Ubicación no encontrada,Toyota,86,2023,2.0 Gt Manual,,Nafta,2,Manual,2.0,Coupé,500,,,,,Trasera,2.0,200.0,74000.0
Mercedes-Benz Clase GLE 3.0 Gle400 Sport 4matic 333cv,Ubicación no encontrada,,Clase GLE,2017,3.0 Gle400 Sport 4matic 333cv,Blanco,Nafta,5,Automática,3.0,SUV,90000,,,,Eléctrica,Integral,5.0,333.0,63000.0
Audi Q7 3.0 Tdi 249cv Tiptronic Quattro,Ubicación no encontrada,Audi,Q7,2016,3.0 Tdi 249cv Tiptronic Quattro,Negro,Diésel,5,Automática,3.0,SUV,59000,,,,Asistida,Integral,5.0,245.0,61999.0
Renault Kangoo 1.6 2 Authentique Da Aa Cd 1plc,Córdoba,Renault,Kangoo,2013,1.6 2 Authentique Da Aa Cd 1plc,,Nafta,4,Manual,1.6,Monovolumen,175000,,,,Hidráulica,Delantera,5.0,95.0,66666.67
Porsche Macan 3.0 S 340cv Automática,Ubicación no encontrada,Porsche,Macan,2020,3.0 S 340cv Automática,,Nafta,5,Automática,3.0,SUV,13000,,,,Hidráulica,4x4,5.0,340.0,208000.0
Alfa Romeo Stelvio 2.0 280cv At Q4 Veloce,Ubicación no encontrada,Alfa Romeo,Stelvio,2023,2.0 280cv At Q4 Veloce,Negro,Nafta,5,Automática,2.0,SUV,14000,,,,Eléctrica,4x4,5.0,280.0,82800.0
BMW Serie M 3.0 M4 560cv,Ubicación no encontrada,BMW,Serie M,2024,3.0 M4 560cv,,Nafta,2,Automática,3.0,,1200,,,,Asistida,Trasera,4.0,431.0,179900.0
Mercedes-Benz Clase GLC 2.0 Glc300 4matic Coupe At,Capital Federal,,Clase GLC,2020,2.0 Glc300 4matic Coupe At,,Nafta,5,Automática,2.0,Coupé,17000,,,,Asistida,4x4,5.0,258.0,120000.0
BMW X4 3.0 Xdrive 35i 306cv M Package,Ubicación no encontrada,BMW,X4,2021,3.0 Xdrive 35i 306cv M Package,Blanco,Nafta,5,Automática,3.0,SUV,43000,,,,Asistida,4x4,5.0,306.0,75000.0
Mercedes Benz Sl500,Capital Federal,,Clase SL,2008,SL500   CABRIOLET,Plateado,Nafta,2,Automática,,Cabriolet,96000,,,,Asistida,Trasera,,,110000.0
Lexus RC 350 F-sport,Ubicación no encontrada,Lexus,RC,2022,350 F-sport,,Nafta,4,Automática,3.5,Coupé,8000,,,,Eléctrica,Trasera,5.0,315.0,59900.0
Audi A5 2.0 45tfsi Quattro Coupe 252cv,Santa Fe,Audi,A5,2022,2.0 45tfsi Quattro Coupe 252cv,Negro,Nafta,2,Automática,2.0,Coupé,10400,,,,Eléctrica,Integral,4.0,252.0,77000.0
Toyota Hilux 4x4 Dc Srx  2.8 Tdi 6at,Ubicación no encontrada,Toyota,Hilux,2024,HILUX 4X4 DC SRX 2.8 TDI 6 AT,Gris,Diésel,4,Automática,2.8,Pick-Up,900,,,,Hidráulica,4x4,,,38666.67
Ford Ranger Raptor 2.0l Biturbo Cabina Doble 4x4,Ubicación no encontrada,Ford,Ranger Raptor,2023,2.0l Biturbo Cabina Doble 4x4,,Diésel,4,Automática,2.0,Pick-Up,14500,,,,Eléctrica,4x4,5.0,213.0,85000.0
Mercedes-Benz Clase A 1.6 A45 Amg 360cv,Bs.As. G.B.A. Norte,,Clase A,2018,1.6 A45 Amg 360cv,Negro,Nafta,5,Automática,1.6,Hatchback,28000,,,,Asistida,4x4,5.0,360.0,67000.0
Toyota Hilux Srx 4x4 Automatica 2024,Ubicación no encontrada,Toyota,Hilux,2024,SRX,Gris,Diésel,5,Automática,2.8,Pick-Up,2000,,,,Hidráulica,,,,41666.67
BMW X4 3.0 Xdrive 35i 306cv M Package,Ubicación no encontrada,BMW,X4,2020,3.0 Xdrive 35i 306cv M Package,Negro,Nafta,5,Automática,3.0,SUV,85000,,,,Asistida,4x4,5.0,306.0,74900.0
BMW Serie 1 1.6 120i Active 177cv,Santa Fe,BMW,Serie 1,2016,1.6 120i Active 177cv,Negro,Nafta,5,Manual,1.6,Hatchback,29000,,,,Asistida,Trasera,5.0,170.0,64900.0
Toyota SW4 2.8 Srx 177cv 4x4 7as At,Bs.As. Costa Atlántica,Toyota,SW4,2023,2.8 Srx 177cv 4x4 7as At,,Diésel,5,Automática,2.8,SUV,39000,,,,Hidráulica,4x4,7.0,177.0,46333.33
Mercedes-Benz Clase A 1.6 A45 S 4matic 421 Cv,Ubicación no encontrada,,Clase A,2021,1.6 A45 S 4matic 421 Cv,,Nafta,5,Automática,1.6,Hatchback,9000,,,,Asistida,Integral,5.0,421.0,145000.0
Hyundai Staria Ultimate 4x4,Ubicación no encontrada,Hyundai,Staria,2023,Ultimate 4X4,Azul,Diésel,5,Automática secuencial,,Minivan,4770,,,,Eléctrica,,,,63400.0
RAM 1500 5.7 Laramie Atx V8,Bs.As. G.B.A. Norte,RAM,1500,2022,5.7 Laramie Atx V8,Rojo,Nafta,4,Automática,5.7,Pick-Up,14083,,,,Hidráulica,4x4,5.0,395.0,65500.0
Bmw X6 M Bmw X6 M,Capital Federal,BMW,X6 M,2018,BMW X6 M,Gris,Nafta,5,Automática,4.4,SUV,42000,,,,Eléctrica,4x4,,,134990.0
Renault Captur 2.0 Zen,Ubicación no encontrada,Renault,Captur,2018,2.0 Zen,Rojo,Nafta,5,Manual,2.0,SUV,111000,,,,,Delantera,5.0,143.0,47333.33
Jaguar XK 5.0 R Sc,Ubicación no encontrada,Jaguar,XK,2013,5.0 R Sc,Negro,Nafta,4,Automática,5.0,Sedán,20500,,,,Asistida,Trasera,5.0,510.0,91900.0
Jeep Wrangler 3.6 Rubicon 284hp Atx,Ubicación no encontrada,Jeep,Wrangler,2018,3.6 Rubicon 284hp Atx,,Nafta,3,Automática,3.6,SUV,61000,,,,Hidráulica,4x4,5.0,284.0,65000.0
BMW M2 M2,Ubicación no encontrada,BMW,M2,2018,M2,Gris,Nafta,2,Automática,3.0,Coupé,7800,,,,Asistida,Trasera,4.0,370.0,116900.0
Audi TTS 2.0 T Fsi 310cv,Santa Fe,Audi,TTS,2017,2.0 T Fsi 310cv,,Nafta,2,Automática,2.0,Coupé,37000,,,,Eléctrica,Integral,4.0,310.0,72000.0
Mercedes-Benz Clase GLC 2.0 Glc250 300 4matic Atomático,Bs.As. G.B.A. Norte,,Clase GLC,2018,2.0 Glc250 300 4matic Atomático,Plateado,Nafta,5,Automática,2.0,SUV,80000,,,,Asistida,4x4,5.0,211.0,72500.0
Ford F-150 5.0l V8 Lariat Luxury,Córdoba,Ford,,2020,5.0l V8 Lariat Luxury,,Nafta,4,Automática,5.0,Pick-Up,110000,,,,Eléctrica,4x4,5.0,400.0,65000.0
Ford Mustang Mach 1,Buenos Aires Interior,Ford,Mustang,2022,Mach 1,,Nafta,3,,,,7000,,,,,,,,105000.0
Toyota Hiace 2.8 Tdi Wagon 6at 10a,Entre Ríos,Toyota,Hiace,2024,2.8 Tdi Wagon 6at 10a,,Diésel,4,Automática,2.8,,1000,,,,,Delantera,10.0,177.0,69500.0
Porsche 911 Targa 1971,Ubicación no encontrada,Porsche,911,1971,TARGA 2.2 COUPE,Naranja,Nafta,2,,,Coupé,6348,,,,,,,,215000.0
BMW Serie M 3.0 M3 431cv,Mendoza,BMW,Serie M,2017,3.0 M3 431cv,Blanco,Nafta,4,Automática,3.0,Sedán,53000,,,,Asistida,Trasera,4.0,431.0,125000.0
Mercedes-benz Slc 43 Amg,Mendoza,,SLC,2017,43 Amg,,Nafta,2,,,,33000,,,,,,,,85000.0
Mercedes-Benz Clase GLE 3.0 Gle400 Sport Coupe 4matic 333cv,Bs.As. G.B.A. Oeste,,Clase GLE,2017,3.0 Gle400 Sport Coupe 4matic 333cv,Blanco,Nafta,5,Automática,3.0,SUV,104000,,,,Eléctrica,Integral,5.0,333.0,82500.0
Ford F-150 Raptor 3.5l Bi-turbo,Ubicación no encontrada,Ford,,2022,3.5l Bi-turbo,Azul,Nafta,4,Automática,3.5,Pick-Up,16000,,,,Eléctrica,4x4,5.0,456.0,120000.0
Mercedes-Benz Clase SL 3.0 Sl43 Amg Roadster 367cv,Bs.As. G.B.A. Norte,,Clase SL,2018,3.0 Sl43 Amg Roadster 367cv,,Nafta,2,Automática,3.0,Roadster,26200,,,,Eléctrica,Trasera,2.0,367.0,110000.0
BMW X2 2.0 M35i Mpa,Ubicación no encontrada,BMW,X2,2021,2.0 M35i Mpa,Gris,Nafta,5,Automática,2.0,SUV,45000,,,,Asistida,4x4,5.0,192.0,72500.0
Audi Q7 3.0 Tdi 240cv Tiptronic Quattro,Ubicación no encontrada,Audi,Q7,2016,3.0 Tdi 240cv Tiptronic Quattro,Blanco,Diésel,5,Automática,3.0,SUV,66000,,,,Asistida,Integral,5.0,245.0,66000.0
Lexus RX 450h Luxury,Ubicación no encontrada,Lexus,RX,2020,450h Luxury,,Híbrido/Nafta,5,Automática,3.5,SUV,20000,,,,Eléctrica,4x4,5.0,312.0,89900.0
"Peugeot 3008 1.6 Gt 4x4 Hybrid 0km 2023, Stock Fisico!",Ubicación no encontrada,Peugeot,3008,2023,1.6 Gt Pack 4x4 Hybrid,Gris,Híbrido/Nafta,5,Automática,1.6,Monovolumen,510,,,,assisted,Delantera,5.0,,61900.0
Ford Ranger Raptor 3.0 V6 Bi-turbo 392cv,Ubicación no encontrada,Ford,Ranger Raptor,2023,Raptor 3.0 V6 Bi-Turbo 392cv,Naranja,Nafta,4,Automática,,Light Truck,25000,,,,Hidráulica,,,,78000.0
RAM Rampage 2.0 Rt Gme At9 4X4,Ubicación no encontrada,RAM,Rampage,2024,2.0 Rt Gme At9 4X4,Azul,Nafta,4,Automática,2.0,Pick-Up,1000,,,,,4x4,5.0,272.0,36666.67
Volkswagen Amarok 3.0 V6 Extreme Black Style,Ubicación no encontrada,Volkswagen,Amarok,2022,3.0 V6 Extreme Black Style,Negro,Diésel,4,Automática,3.0,Pick-Up,1111,,,,,4x4,5.0,224.0,37812.0
Ford F-150 Raptor 3.5l Bi-turbo,Ubicación no encontrada,Ford,,2023,3.5l Bi-turbo,Azul,Nafta,4,Automática,3.5,Pick-Up,10000,,,,Eléctrica,4x4,5.0,456.0,115000.0
Dodge Ram 1500 Laramie 4x4 At 2020,Ubicación no encontrada,Dodge,Ram 1500,2020,LARAMIE 4x4 AT,Gris,Nafta,5,Automática,,,90000,,,,Eléctrica,,,,36000.0
Volkswagen Voyage 1.6 Comfortline 101cv Abcp Abs,Capital Federal,Volkswagen,Voyage,2013,1.6 Comfortline 101cv Abcp Abs,,Nafta,4,Manual,1.6,Sedán,76000,,,,Hidráulica,Delantera,5.0,101.0,1000000.0
Jaguar F-pace Diesel Premium Q5 X5 X6 Q7 Gla Glc X3 X4 A7 A6,Ubicación no encontrada,Jaguar,,2018,DIESEL PREMIUM,Negro,Diésel,5,Automática,,SUV,40000,,,,Asistida,,,,62900.0
Toyota Hilux 2.8 Cd Srx 177cv 4x4 At,Ubicación no encontrada,Toyota,Hilux,2022,2.8 Cd Srx 177cv 4x4 At,Gris,Diésel,4,Automática,2.8,Pick-Up,13000,,,,Hidráulica,4x4,5.0,177.0,36000.0
Mercedes-Benz Clase GLC 2.0 Glc250 300 4matic Atomático,Ubicación no encontrada,,Clase GLC,2017,2.0 Glc250 300 4matic Atomático,,Nafta,5,Automática,2.0,SUV,80000,,,,Asistida,4x4,5.0,211.0,79900.0
BMW Serie M 3.0 M2,Ubicación no encontrada,BMW,Serie M,2018,3.0 M2,,Nafta,4,Automática,3.0,Coupé,28000,,,,Asistida,Trasera,4.0,370.0,95000.0
Lexus Rc F Track Edition,Córdoba,Lexus,RC,2023,F TRACK EDITION,Gris,Nafta,2,Automática,5.0,Coupé,600,,,,Hidráulica,,,,185000.0
Audi RS4 4.2 V8 Quattro,Bs.As. G.B.A. Sur,Audi,RS4,2007,4.2 V8 Quattro,,Nafta,4,Manual,4.2,Sedán,54600,,,,Eléctrica,Integral,4.0,420.0,74000.0
Audi Q8 3.0 55 Tfsi Quattro,Ubicación no encontrada,Audi,Q8,2020,3.0 55 Tfsi Quattro,,Nafta,5,Automática,3.0,SUV,37000,,,,Asistida,Integral,5.0,340.0,159000.0
Lexus RX 350 F-sport,Ubicación no encontrada,Lexus,RX,2020,350 F-sport,Negro,Nafta,5,Automática,3.5,SUV,29000,,,,Hidráulica,4x4,5.0,300.0,69900.0
BMW Z3 Roadster 2.8 Sportive,Ubicación no encontrada,BMW,Z3 Roadster,2000,2.8 Sportive,Gris,Nafta,2,Automática,2.8,,69000,,,,Eléctrica,Trasera,2.0,193.0,69500.0
Bmw M4,Ubicación no encontrada,BMW,Serie M,2016,M4,Blanco,Nafta,2,Automática,3.0,Coupé,38140,,,,Hidráulica,,,,118000.0
Ford F-150 Raptor  3.5l V6 Ecoboost 4x4 2020,Ubicación no encontrada,Ford,,2020,3.5L V6 ECOBOOST,Negro,Nafta,4,Automática,3.5,,57100,,,,,,,,95000.0
Ford F-150 Raptor 3.5l Bi-turbo,Santa Fe,Ford,,2020,3.5l Bi-turbo,,Nafta,4,Automática,3.5,Pick-Up,18000,,,,Eléctrica,4x4,5.0,456.0,110000.0
BMW X2 2.0 Sdrive 20i Msport X,Ubicación no encontrada,BMW,X2,2023,2.0 Sdrive 20i Msport X,Negro,Nafta,5,Automática,2.0,SUV,25000,,,,Asistida,4x4,5.0,192.0,69900.0
Toyota SW4 2.8 Tdi Diamante Ii 4x4 7as 6at,Ubicación no encontrada,Toyota,SW4,2023,2.8 Tdi Diamante Ii 4x4 7as 6at,Blanco,Diésel,5,Automática,2.8,,7360,,,,,,,,60000.0
Hyundai Staria Staria 2wd,Ubicación no encontrada,Hyundai,Staria,2024,STARIA 2WD,,Diésel,5,Automática,,Minivan,1000,,,,Asistida,,,,59900.0
Mercedes Benz Glc300 4matic Mhev - Tute Cars D,Ubicación no encontrada,,GLC 300,2023,MHEV 4MATIC,Plateado,Híbrido/Nafta,5,Automática,3.0,SUV,33709,,,,Asistida,,,,132000.0
BMW Serie 8 M850i Xdrive Coupe,Ubicación no encontrada,BMW,Serie 8,2020,M850i Xdrive Coupe,Gris,Nafta,2,Automática,4.4,Coupé,9000,,,,Eléctrica,Integral,4.0,380.0,198900.0
Toyota SW4 2.8 Tdi Gr-s 4x4 7as 6at,Río Negro,Toyota,SW4,2023,2.8 Tdi Gr-s 4x4 7as 6at,Negro,Diésel,5,Automática,2.8,SUV,1111,,,,Hidráulica,4x4,7.0,177.0,59000.0
Mercedes-benz Gts Gts Amg,Ubicación no encontrada,,GTS,2017,Gts Amg,Gris,Nafta,2,,,Coupé,11000,,,,Hidráulica,Trasera,,,259999.0
BMW X6 3.0 Xdrive 35i Pure Extravagance,Bs.As. G.B.A. Norte,BMW,X6,2018,3.0 Xdrive 35i Pure Extravagance,Negro,Nafta,5,Automática,3.0,SUV,58000,,,,Asistida,4x4,4.0,306.0,79500.0
Volvo Vm 310 Hp Vm 310,Chaco,,VM 310 hp,2011,VM 310,,Diésel,2,,,,560000,,,,,,,,46666.67
Mercedes Benz Gl 500 4matic 2015,Ubicación no encontrada,,Clase GL,2015,Gl 500 4Matic,Gris,Nafta,5,,,Crossover,64000,,,,assisted,,,,60000.0
Toyota SW4 2.8 Tdi Diamante Ii 4x4 7as 6at,Capital Federal,Toyota,SW4,2023,2.8 Tdi Diamante Ii 4x4 7as 6at,Blanco,Diésel,5,Automática,2.8,SUV,5000,,,,Hidráulica,4x4,7.0,177.0,60000.0
Audi Q8 3.0 55 Tfsi Quattro,Capital Federal,Audi,Q8,2021,3.0 55 Tfsi Quattro,,Nafta,5,Automática,3.0,SUV,22000,,,,Asistida,Integral,5.0,340.0,157000.0
Ford F-150 Raptor 3.5l Bi-turbo,Buenos Aires Interior,Ford,,2023,3.5l Bi-turbo,Negro,Nafta,4,Automática,3.5,Pick-Up,999999,,,,Eléctrica,4x4,5.0,456.0,115000.0
Porsche Cayman S Ii 3.4 S,Ubicación no encontrada,Porsche,Cayman S Ii,2010,3.4 S,Blanco,Nafta,2,Automática,,,48000,,,,Eléctrica,Trasera,5.0,295.0,79997.0
Jeep Compass 1.3 Sport At6,Ubicación no encontrada,Jeep,Compass,2024,1.3 Sport At6,,Nafta,5,Automática,1.3,SUV,1000,,,,,4x2,5.0,175.0,35866.67
Ram Ram 1500 2023,Ubicación no encontrada,RAM,Ram,2023,1500 LARAMIE,Negro,Nafta,4,,,,25000,,,,,,,,68000.0
Audi SQ5 3.0 Tfsi Stronic 354cv,Ubicación no encontrada,Audi,SQ5,2018,3.0 Tfsi Stronic 354cv,Negro,Nafta,5,Automática,3.0,SUV,34500,,,,Eléctrica,4x4,5.0,354.0,85000.0
Jeep Grand Cherokee 6.4 Srt Atx 465hp At,Ubicación no encontrada,Jeep,Grand Cherokee,2016,6.4 Srt Atx 465hp At,Negro,Nafta,5,Automática,6.4,SUV,87000,,,,Hidráulica,4x4,5.0,465.0,80000.0
RAM 1500 5.7 Laramie Atx V8,Ubicación no encontrada,RAM,1500,2022,5.7 Laramie Atx V8,Blanco,Nafta,4,Automática,5.7,Pick-Up,11700,,,,Hidráulica,4x4,5.0,395.0,66000.0
BMW Serie 3 2.0 320i Sedan Sportline,Capital Federal,BMW,Serie 3,2023,2.0 320i Sedan Sportline,,Nafta,4,Manual,2.0,Sedán,6000,,,,Asistida,Trasera,5.0,184.0,69000.0
Lexus NX 300h Luxury,Capital Federal,Lexus,NX,2023,300h Luxury,Gris,Nafta,5,Automática,3.0,SUV,15000,,,,Eléctrica,4x4,5.0,197.0,89000.0
Jeep Grand Cherokee 3.6 Limited 286hp Techo + Llantas 18,Capital Federal,Jeep,Grand Cherokee,2019,,,Nafta,5,Automática,3.6,SUV,19200,,,,Hidráulica,4x4,5.0,286.0,74000.0
BMW X5 4.4 Xdrive 50i 449cv M Package,Ubicación no encontrada,BMW,X5,2015,4.4 Xdrive 50i 449cv M Package,Azul,Nafta,5,Automática,4.4,SUV,50800,,,,Asistida,4x4,7.0,407.0,64900.0
BMW X5 3.0 Xdrive 40d M Package 313cv,Ubicación no encontrada,BMW,X5,2016,3.0 Xdrive 40d M Package 313cv,,Diésel,5,Automática,3.0,SUV,92000,,,,Asistida,4x4,5.0,313.0,56666.67
Ford F-150 5.0l V8 Lariat Luxury,Ubicación no encontrada,Ford,,2021,5.0l V8 Lariat Luxury,Gris,Nafta,4,Automática,5.0,Pick-Up,32000,,,,Eléctrica,4x4,5.0,400.0,78000.0
Ford F-150 Raptor 3.5l Bi-turbo,Córdoba,Ford,,2022,3.5l Bi-turbo,,Nafta,4,Automática,3.5,Pick-Up,11300,,,,Eléctrica,4x4,5.0,456.0,112000.0
RAM 1500 5.7 DC 4X4 LARAMIE AT L13,Ubicación no encontrada,RAM,1500,2020,5.7 DC 4X4 LARAMIE AT L13,Blanco,Nafta,4,Automática,,Pick-Up,73780,,,,Hidráulica,4x4,5.0,,37080.0
Ford F-150 Raptor 3.5l Bi-turbo,Bs.As. G.B.A. Norte,Ford,,2020,3.5l Bi-turbo,,Nafta,4,Automática,3.5,Pick-Up,75000,,,,Eléctrica,4x4,5.0,456.0,85000.0
Maserati Levante S Granlusso 2019,Ubicación no encontrada,Maserati,Levante,2019,3.0 LEVANTE S GRANLUSSO,blue,Nafta,5,Automática,8.0,Off-Road,10183,,,,electronic,,,,190000.0
Mercedes-Benz Clase GLE 3.0 Gle400 Sport Coupe 4matic 333cv,Bs.As. G.B.A. Oeste,,Clase GLE,2018,3.0 Gle400 Sport Coupe 4matic 333cv,Plateado,Nafta,5,Automática,3.0,SUV,60000,,,,Eléctrica,Integral,5.0,333.0,112500.0
Toyota Hilux SW4 2.8 Srx 177cv 4x4 7as At,Ubicación no encontrada,Toyota,Hilux SW4,2022,2.8 Srx 177cv 4x4 7as At,Blanco,Diésel,5,Automática,2.8,SUV,35000,,,,Hidráulica,4x4,7.0,177.0,39000.0
Mercedes-Benz Clase GLA 1.6 Gla200 Urban 156cv,Bs.As. Costa Atlántica,,Clase GLA,2021,1.6 Gla200 Urban 156cv,Gris,Nafta,5,Automática,1.6,SUV,80000,,,,Asistida,Delantera,5.0,156.0,58000.0
Jaguar F-Type 5.0 V8 Sc Coupe,Bs.As. G.B.A. Norte,Jaguar,,2021,5.0 V8 Sc Coupe,Gris,Nafta,2,Automática,5.0,Coupé,10000,,,,Eléctrica,Trasera,2.0,423.0,385000.0
Ford F-150 F-150 Raptor,Ubicación no encontrada,Ford,,2020,F-150 Raptor,Blanco,Diésel,4,Automática,2.0,Pick-Up,68185,,,,Eléctrica,4x4,5.0,200.0,95000.0
Audi Q5 2.0 45 Tfsi Offroad 252cv,Santa Fe,Audi,Q5,2020,2.0 45 Tfsi Offroad 252cv,Gris,Nafta,5,Automática,2.0,SUV,59000,,,,Eléctrica,4x4,5.0,252.0,62500.0
Mercedes-Benz Clase GLC 2.0 Glc250 300 4matic Atomático,Ubicación no encontrada,,Clase GLC,2018,2.0 Glc250 300 4matic Atomático,,Nafta,5,Automática,2.0,SUV,74400,,,,Asistida,4x4,5.0,211.0,63000.0
Jeep Wrangler 3.6 Rubicon 284hp Atx,Tierra del Fuego,Jeep,Wrangler,2020,3.6 Rubicon 284hp Atx,,Nafta,3,Automática,3.6,SUV,19800,,,,Hidráulica,4x4,5.0,284.0,79900.0
BMW Serie 2 2.0 M240i Mpackage Lci Coupé,Ubicación no encontrada,BMW,Serie 2,2019,2.0 M240i Mpackage Lci Coupé,Negro,Nafta,2,Automática,2.0,Coupé,41000,,,,Asistida,Trasera,4.0,340.0,64500.0
BMW Serie M 3.0 M2,Ubicación no encontrada,BMW,Serie M,2018,3.0 M2,,Nafta,4,Automática,3.0,Coupé,30000,,,,Asistida,Trasera,4.0,370.0,98000.0
BMW Serie 5 3.0 530ia Sportline,Capital Federal,BMW,Serie 5,2019,3.0 530ia Sportline,Gris,Nafta,4,Automática,3.0,Sedán,36000,,,,Eléctrica,Trasera,5.0,258.0,59000.0
Volkswagen Amarok black style,Ubicación no encontrada,Volkswagen,Amarok,2023,black style,,Diésel,4,Automática,3.0,Pick-Up,18000,,,,,4x4,5.0,224.0,58000.0
BMW Serie 3 2.0 320i Sedan,Ubicación no encontrada,BMW,Serie 3,2023,2.0 320i Sedan,,Nafta,4,,,,4200,,,,,,,,73000.0
Jeep Grand Cherokee 3.6 Limited 286hp Techo + Llantas 18,Ubicación no encontrada,Jeep,Grand Cherokee,2023,,Negro,Nafta,5,Automática,3.6,SUV,1111,,,,Hidráulica,4x4,5.0,286.0,125000.0
BMW X5 40i Xdrive,Bs.As. G.B.A. Oeste,BMW,X5,2020,40i Xdrive,,Nafta,5,Automática,4.4,SUV,56000,,,,Eléctrica,4x4,7.0,407.0,148000.0
Jeep Wrangler 3.6 Sport 284hp Atx,Ubicación no encontrada,Jeep,Wrangler,2019,3.6 Sport 284hp Atx,Blanco,Nafta,3,Automática,3.6,Hatchback,24000,,,,,4x4,4.0,284.0,66000.0
DS DS4 1.6 Performance Line 215 At8,Córdoba,DS,DS4,2023,1.6 Performance Line 215 At8,Gris,Nafta,5,Automática,1.6,Hatchback,15000,,,,Eléctrica,Delantera,5.0,215.0,38000.0
Bmw Xm 653cv Xm,Ubicación no encontrada,BMW,XM 653cv,2024,XM,,Híbrido/Nafta,5,,,,2000,,,,,,,,450000.0
Mercedes-benz Clase A 2.0 A250 Amg-line 224cv Sedan 2020,Ubicación no encontrada,,Clase A,2020,2.0 A250 Amg-line 224cv Sedan,Negro,Eléctrico,4,Automática,2.0,Sedán,31000,,,,,,,,63000.0
Ram Rebel 1500 Hybrid 2024,Ubicación no encontrada,RAM,1500,2024,Rebel hibrido,Gris,Híbrido/Nafta,4,,,Off-Road,9500,,,,Asistida,,,,104900.0
