Título,Ubicación,Versión,Color,Marca,Modelo,Año,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Dirección,Control de tracción,Capacidad de personas,Potencia,Precio
Chevrolet S10 2.8 High Country Cd Tdci 200cv Manual 4x2,Santa Fe,2.8 High Country Cd Tdci 200cv Manual 4x2,,Chevrolet,S10,2019,Diésel,4.0,Manual,2.8,Pick-Up,83500.0,Asistida,4x2,5.0,200.0,26000.0
Chevrolet S10 2.8 High Country Cd Tdci 200cv Automática,Ubicación no encontrada,2.8 High Country Cd Tdci 200cv Automática,,Chevrolet,S10,2019,Diésel,4.0,Automática,2.8,Pick-Up,105000.0,Asistida,4x4,5.0,200.0,24500.0
Chevrolet S10 2.8 Cd 4x4 Ltz Tdci 200cv At,Capital Federal,2.8 Cd 4x4 Ltz Tdci 200cv At,,Chevrolet,S10,2018,Diésel,4.0,Automática,2.8,Pick-Up,70500.0,Asistida,4x4,5.0,200.0,27000.0
Chevrolet S10 2.8 Ltz Cd Tdci 200cv,Bs.As. G.B.A. Sur,2.8 Ltz Cd Tdci 200cv,,Chevrolet,S10,2017,Diésel,4.0,Manual,2.8,Pick-Up,123000.0,Asistida,4x2,5.0,200.0,23000.0
Chevrolet S10 2.8 Lt Cd Tdci 200cv 4x4,Ubicación no encontrada,2.8 Lt Cd Tdci 200cv 4x4,,Chevrolet,S10,2018,Diésel,4.0,Manual,2.8,Pick-Up,100000.0,Asistida,4x4,5.0,200.0,25800.0
Chevrolet S10 2.8 TD 4X2 LTZ,Ubicación no encontrada,2.8 TD 4X2 LTZ,Blanco,Chevrolet,S10,2014,Diésel,5.0,Manual,2.8,Pick-Up,150000.0,Hidráulica,4x2,5.0,200.0,17500.0
Chevrolet S10 2.8 High Country Cd Tdci 200cv At 4x4,Capital Federal,2.8 High Country Cd Tdci 200cv At 4x4,Blanco,Chevrolet,S10,2017,Diésel,4.0,Automática,2.8,Pick-Up,118000.0,Asistida,4x4,5.0,200.0,22900.0
Chevrolet S10 2.8 High Country Cd Tdci 200cv Automática,Bs.As. G.B.A. Sur,2.8 High Country Cd Tdci 200cv Automática,,Chevrolet,S10,2019,Diésel,4.0,Automática,2.8,Pick-Up,105000.0,Asistida,4x4,5.0,200.0,25000.0
Chevrolet S10 2.8 4x4 Dc Dlx,Buenos Aires Interior,2.8 4x4 Dc Dlx,,Chevrolet,S10,2006,Diésel,4.0,Manual,2.8,Pick-Up,130000.0,Hidráulica,4x4,5.0,200.0,14000.0
Chevrolet S10 2.8 G4 Cd 4x2 Electronico,Córdoba,2.8 G4 Cd 4x2 Electronico,Blanco,Chevrolet,S10,2008,Diésel,4.0,Manual,2.8,Pick-Up,280000.0,Hidráulica,4x2,4.0,140.0,6133.33
Chevrolet S10 2.8 Cd 4x2 Ls Tdci 200cv,Ubicación no encontrada,2.8 Cd 4x2 Ls Tdci 200cv,Blanco,Chevrolet,S10,2014,Diésel,4.0,Manual,2.8,Pick-Up,110900.0,Hidráulica,4x2,5.0,200.0,11133.33
Chevrolet S10 2.8 G4 Cd Dlx 4x2 Electronico,Ubicación no encontrada,2.8 G4 Cd Dlx 4x2 Electronico,,Chevrolet,S10,2012,Diésel,4.0,Manual,2.8,Pick-Up,129000.0,Hidráulica,4x2,4.0,140.0,13300.0
Chevrolet S10 2.8 Cd 4x2 Ls Tdci 180cv,Bs.As. G.B.A. Sur,2.8 Cd 4x2 Ls Tdci 180cv,,Chevrolet,S10,2012,Diésel,4.0,Manual,2.8,Pick-Up,198000.0,Hidráulica,4x2,5.0,180.0,15000.0
Chevrolet S10 2.8 Cd 4x4 Lt Tdci 200cv,Ubicación no encontrada,2.8 Cd 4x4 Lt Tdci 200cv,Plateado,Chevrolet,S10,2014,Diésel,4.0,Manual,2.8,Pick-Up,286000.0,Asistida,4x4,5.0,200.0,17500.0
Chevrolet S10 2.8 High Country Cd Tdci 200cv,Bs.As. G.B.A. Sur,2.8 High Country Cd Tdci 200cv,,Chevrolet,S10,2022,Diésel,4.0,Manual,2.8,Pick-Up,69000.0,Asistida,4x2,5.0,200.0,29000.0
Chevrolet S10 2.8 G4 Cd Dlx 4x4 Electronico,Córdoba,2.8 G4 Cd Dlx 4x4 Electronico,Azul,Chevrolet,S10,2008,Diésel,4.0,Manual,2.8,Pick-Up,200000.0,Hidráulica,4x4,4.0,140.0,12000.0
Chevrolet S10 2.8 Cd 4x2 Ltz Tdci 200cv,Bs.As. Costa Atlántica,2.8 Cd 4x2 Ltz Tdci 200cv,Negro,Chevrolet,S10,2013,Diésel,4.0,Manual,2.8,Pick-Up,280000.0,Asistida,4x2,5.0,200.0,16000.0
Chevrolet S10 2.8 G4 Cd Dlx 4x2 Electronico,Buenos Aires Interior,2.8 G4 Cd Dlx 4x2 Electronico,Blanco,Chevrolet,S10,2011,Diésel,4.0,Manual,2.8,Pick-Up,430000.0,Hidráulica,4x2,4.0,140.0,10000.0
Chevrolet S10 2.8 Ltz Cd Tdci 200cv,Bs.As. G.B.A. Oeste,2.8 Ltz Cd Tdci 200cv,Blanco,Chevrolet,S10,2018,Diésel,4.0,Manual,2.8,Pick-Up,73604.0,Asistida,4x2,5.0,200.0,20333.33
Chevrolet S10 2.8 Ls Cd Tdci 200cv 4x2,Ubicación no encontrada,2.8 Ls Cd Tdci 200cv 4x2,Negro,Chevrolet,S10,2020,Diésel,4.0,Manual,2.8,Pick-Up,65300.0,Asistida,4x2,5.0,200.0,17333.33
